gebeurtenisdatum,gebeurtenisjaar,stationid,duur_uur,neerslaghoeveelheid_mmuur,terugkeertijd_jaar,stationnaam
2011-07-20 17:00:00,2011,260,192,137.0,2,De_Bilt
2013-09-16 02:00:00,2013,260,192,92.8,2,De_Bilt
2013-10-16 23:00:00,2013,260,192,122.4,2,De_Bilt
2013-11-10 12:00:00,2013,260,192,91.2,2,De_Bilt
2016-06-27 21:00:00,2016,260,192,95.0,2,De_Bilt
1952-07-03 20:00:00,1952,260,1,26.9,5,De_Bilt
1953-06-13 21:00:00,1953,260,1,44.1,5,De_Bilt
1961-06-06 22:00:00,1961,260,1,31.7,5,De_Bilt
1979-05-30 22:00:00,1979,260,1,27.0,5,De_Bilt
1994-07-31 21:00:00,1994,260,1,31.0,5,De_Bilt
1995-05-25 19:00:00,1995,260,1,28.0,5,De_Bilt
1997-08-25 00:00:00,1997,260,1,31.0,5,De_Bilt
2005-07-30 01:00:00,2005,260,1,29.6,5,De_Bilt
2011-07-12 21:00:00,2011,260,1,27.5,5,De_Bilt
2014-07-28 11:00:00,2014,260,1,28.2,5,De_Bilt
2016-06-23 02:00:00,2016,260,1,33.3,5,De_Bilt
2022-08-17 20:00:00,2022,260,1,32.6,5,De_Bilt
1953-06-13 22:00:00,1953,260,2,45.9,5,De_Bilt
1961-06-06 23:00:00,1961,260,2,48.0,5,De_Bilt
1966-07-19 20:00:00,1966,260,2,36.3,5,De_Bilt
1979-05-30 23:00:00,1979,260,2,32.0,5,De_Bilt
1994-07-31 22:00:00,1994,260,2,32.5,5,De_Bilt
1995-05-25 19:00:00,1995,260,2,31.8,5,De_Bilt
1997-08-25 01:00:00,1997,260,2,31.3,5,De_Bilt
1998-06-06 18:00:00,1998,260,2,32.7,5,De_Bilt
2005-07-30 02:00:00,2005,260,2,33.7,5,De_Bilt
2011-07-12 21:00:00,2011,260,2,44.0,5,De_Bilt
2014-07-28 12:00:00,2014,260,2,39.5,5,De_Bilt
2016-06-23 03:00:00,2016,260,2,36.2,5,De_Bilt
2019-06-19 18:00:00,2019,260,2,33.3,5,De_Bilt
2022-08-17 20:00:00,2022,260,2,32.7,5,De_Bilt
1952-07-03 23:00:00,1952,260,4,48.7,5,De_Bilt
1953-06-14 00:00:00,1953,260,4,46.5,5,De_Bilt
1961-06-07 01:00:00,1961,260,4,50.8,5,De_Bilt
1966-07-19 21:00:00,1966,260,4,47.5,5,De_Bilt
1998-06-06 19:00:00,1998,260,4,37.9,5,De_Bilt
2005-07-30 02:00:00,2005,260,4,37.0,5,De_Bilt
2011-07-12 22:00:00,2011,260,4,54.8,5,De_Bilt
2014-07-28 13:00:00,2014,260,4,40.9,5,De_Bilt
2016-06-23 03:00:00,2016,260,4,36.2,5,De_Bilt
1952-07-04 03:00:00,1952,260,8,61.6,5,De_Bilt
1953-06-14 01:00:00,1953,260,8,46.5,5,De_Bilt
1960-10-12 06:00:00,1960,260,8,44.8,5,De_Bilt
1961-06-07 03:00:00,1961,260,8,51.4,5,De_Bilt
1966-07-20 01:00:00,1966,260,8,48.1,5,De_Bilt
2011-07-13 01:00:00,2011,260,8,59.3,5,De_Bilt
2013-10-13 10:00:00,2013,260,8,44.5,5,De_Bilt
2014-07-28 12:00:00,2014,260,8,43.6,5,De_Bilt
1952-07-04 05:00:00,1952,260,12,66.1,5,De_Bilt
1953-06-14 00:00:00,1953,260,12,46.5,5,De_Bilt
1960-10-12 08:00:00,1960,260,12,52.1,5,De_Bilt
1961-06-07 03:00:00,1961,260,12,51.4,5,De_Bilt
1965-06-17 06:00:00,1965,260,12,50.7,5,De_Bilt
1966-07-19 23:00:00,1966,260,12,48.2,5,De_Bilt
1998-06-06 19:00:00,1998,260,12,48.3,5,De_Bilt
2005-07-30 03:00:00,2005,260,12,54.6,5,De_Bilt
2011-07-13 06:00:00,2011,260,12,60.3,5,De_Bilt
2013-10-13 14:00:00,2013,260,12,54.6,5,De_Bilt
2016-06-23 11:00:00,2016,260,12,46.4,5,De_Bilt
1952-07-04 05:00:00,1952,260,24,66.3,5,De_Bilt
1960-10-12 22:00:00,1960,260,24,63.2,5,De_Bilt
1966-07-19 21:00:00,1966,260,24,63.1,5,De_Bilt
1994-08-01 18:00:00,1994,260,24,61.9,5,De_Bilt
2005-07-30 07:00:00,2005,260,24,58.3,5,De_Bilt
2010-08-26 22:00:00,2010,260,24,54.4,5,De_Bilt
2011-07-13 17:00:00,2011,260,24,62.5,5,De_Bilt
2013-10-13 17:00:00,2013,260,24,83.7,5,De_Bilt
1952-07-04 05:00:00,1952,260,48,66.3,5,De_Bilt
1960-10-13 20:00:00,1960,260,48,92.8,5,De_Bilt
1965-06-17 09:00:00,1965,260,48,65.6,5,De_Bilt
1966-07-20 18:00:00,1966,260,48,73.3,5,De_Bilt
1983-11-27 16:00:00,1983,260,48,68.7,5,De_Bilt
2005-07-31 13:00:00,2005,260,48,77.8,5,De_Bilt
2011-07-14 18:00:00,2011,260,48,94.6,5,De_Bilt
2013-10-13 17:00:00,2013,260,48,93.0,5,De_Bilt
1960-10-14 02:00:00,1960,260,72,107.4,5,De_Bilt
1966-07-21 17:00:00,1966,260,72,81.4,5,De_Bilt
1983-11-28 16:00:00,1983,260,72,76.2,5,De_Bilt
2005-07-31 19:00:00,2005,260,72,77.9,5,De_Bilt
2011-07-15 05:00:00,2011,260,72,112.9,5,De_Bilt
2013-10-14 07:00:00,2013,260,72,108.6,5,De_Bilt
1960-10-14 06:00:00,1960,260,96,111.3,5,De_Bilt
1966-07-21 12:00:00,1966,260,96,84.5,5,De_Bilt
1998-03-07 08:00:00,1998,260,96,86.0,5,De_Bilt
2010-08-30 03:00:00,2010,260,96,86.0,5,De_Bilt
2011-07-16 18:00:00,2011,260,96,122.1,5,De_Bilt
2013-10-15 06:00:00,2013,260,96,116.0,5,De_Bilt
1957-09-18 13:00:00,1957,260,192,105.9,5,De_Bilt
1960-10-14 03:00:00,1960,260,192,115.2,5,De_Bilt
1961-12-05 02:00:00,1961,260,192,116.6,5,De_Bilt
1969-08-24 17:00:00,1969,260,192,111.7,5,De_Bilt
1987-07-23 08:00:00,1987,260,192,123.1,5,De_Bilt
1998-06-12 22:00:00,1998,260,192,122.9,5,De_Bilt
1998-11-04 05:00:00,1998,260,192,126.4,5,De_Bilt
2010-08-30 14:00:00,2010,260,192,115.9,5,De_Bilt
2011-07-20 17:00:00,2011,260,192,137.0,5,De_Bilt
2013-10-16 21:00:00,2013,260,192,122.4,5,De_Bilt
1953-06-13 21:00:00,1953,260,1,44.1,10,De_Bilt
1961-06-06 22:00:00,1961,260,1,31.7,10,De_Bilt
2016-06-23 02:00:00,2016,260,1,33.3,10,De_Bilt
2022-08-17 20:00:00,2022,260,1,32.6,10,De_Bilt
1953-06-13 22:00:00,1953,260,2,45.9,10,De_Bilt
1961-06-06 23:00:00,1961,260,2,48.0,10,De_Bilt
2011-07-12 21:00:00,2011,260,2,44.0,10,De_Bilt
2014-07-28 12:00:00,2014,260,2,39.5,10,De_Bilt
1952-07-03 23:00:00,1952,260,4,48.7,10,De_Bilt
1953-06-14 00:00:00,1953,260,4,46.5,10,De_Bilt
1961-06-07 01:00:00,1961,260,4,50.8,10,De_Bilt
1966-07-19 21:00:00,1966,260,4,47.5,10,De_Bilt
2011-07-12 22:00:00,2011,260,4,54.8,10,De_Bilt
1952-07-04 03:00:00,1952,260,8,61.6,10,De_Bilt
1961-06-07 03:00:00,1961,260,8,51.4,10,De_Bilt
2011-07-13 01:00:00,2011,260,8,59.3,10,De_Bilt
1952-07-04 05:00:00,1952,260,12,66.1,10,De_Bilt
2005-07-30 03:00:00,2005,260,12,54.6,10,De_Bilt
2011-07-13 06:00:00,2011,260,12,60.3,10,De_Bilt
2013-10-13 14:00:00,2013,260,12,54.6,10,De_Bilt
1952-07-04 05:00:00,1952,260,24,66.3,10,De_Bilt
1960-10-12 22:00:00,1960,260,24,63.2,10,De_Bilt
1966-07-19 21:00:00,1966,260,24,63.1,10,De_Bilt
2013-10-13 17:00:00,2013,260,24,83.7,10,De_Bilt
1960-10-13 20:00:00,1960,260,48,92.8,10,De_Bilt
2005-07-31 15:00:00,2005,260,48,77.8,10,De_Bilt
2011-07-14 18:00:00,2011,260,48,94.6,10,De_Bilt
2013-10-13 17:00:00,2013,260,48,93.0,10,De_Bilt
1960-10-14 02:00:00,1960,260,72,107.4,10,De_Bilt
2011-07-15 11:00:00,2011,260,72,112.9,10,De_Bilt
2013-10-14 03:00:00,2013,260,72,108.6,10,De_Bilt
1960-10-14 06:00:00,1960,260,96,111.3,10,De_Bilt
2011-07-16 18:00:00,2011,260,96,122.1,10,De_Bilt
2013-10-15 03:00:00,2013,260,96,116.0,10,De_Bilt
1961-12-05 02:00:00,1961,260,192,116.6,10,De_Bilt
1987-07-23 08:00:00,1987,260,192,123.1,10,De_Bilt
1998-06-12 14:00:00,1998,260,192,122.9,10,De_Bilt
1998-11-04 05:00:00,1998,260,192,126.4,10,De_Bilt
2011-07-20 17:00:00,2011,260,192,137.0,10,De_Bilt
2013-10-16 22:00:00,2013,260,192,122.4,10,De_Bilt
1953-06-13 21:00:00,1953,260,1,44.1,20,De_Bilt
1953-06-13 22:00:00,1953,260,2,45.9,20,De_Bilt
1961-06-06 23:00:00,1961,260,2,48.0,20,De_Bilt
2011-07-12 22:00:00,2011,260,4,54.8,20,De_Bilt
1952-07-04 03:00:00,1952,260,8,61.6,20,De_Bilt
2011-07-13 01:00:00,2011,260,8,59.3,20,De_Bilt
1952-07-04 05:00:00,1952,260,12,66.1,20,De_Bilt
2013-10-13 17:00:00,2013,260,24,83.7,20,De_Bilt
1960-10-13 19:00:00,1960,260,48,92.8,20,De_Bilt
2011-07-14 18:00:00,2011,260,48,94.6,20,De_Bilt
2013-10-13 17:00:00,2013,260,48,93.0,20,De_Bilt
1960-10-14 02:00:00,1960,260,72,107.4,20,De_Bilt
2011-07-15 08:00:00,2011,260,72,112.9,20,De_Bilt
2013-10-14 05:00:00,2013,260,72,108.6,20,De_Bilt
1960-10-14 07:00:00,1960,260,96,111.3,20,De_Bilt
2011-07-16 18:00:00,2011,260,96,122.1,20,De_Bilt
2013-10-15 05:00:00,2013,260,96,116.0,20,De_Bilt
2011-07-20 17:00:00,2011,260,192,137.0,20,De_Bilt
2011-07-15 08:00:00,2011,260,72,112.9,50,De_Bilt
2011-07-16 18:00:00,2011,260,96,122.1,50,De_Bilt
1974-08-04 20:00:00,1974,265,1,27.4,2,Soesterber
1979-05-30 22:00:00,1979,265,1,43.4,2,Soesterber
1979-05-31 23:00:00,1979,265,1,23.7,2,Soesterber
1992-06-02 17:00:00,1992,265,1,38.5,2,Soesterber
1992-07-03 23:00:00,1992,265,1,20.9,2,Soesterber
2000-07-29 13:00:00,2000,265,1,23.1,2,Soesterber
1974-08-04 20:00:00,1974,265,2,39.6,2,Soesterber
1979-05-30 23:00:00,1979,265,2,46.0,2,Soesterber
1979-05-31 23:00:00,1979,265,2,30.1,2,Soesterber
1992-06-02 17:00:00,1992,265,2,46.7,2,Soesterber
2000-07-29 14:00:00,2000,265,2,43.1,2,Soesterber
1974-08-04 20:00:00,1974,265,4,43.0,2,Soesterber
1979-05-31 01:00:00,1979,265,4,49.5,2,Soesterber
1979-06-01 01:00:00,1979,265,4,31.1,2,Soesterber
1992-06-02 18:00:00,1992,265,4,53.2,2,Soesterber
2000-07-29 16:00:00,2000,265,4,45.9,2,Soesterber
1974-08-04 21:00:00,1974,265,8,43.1,2,Soesterber
1979-05-31 05:00:00,1979,265,8,51.3,2,Soesterber
1992-06-02 22:00:00,1992,265,8,53.4,2,Soesterber
2000-07-29 19:00:00,2000,265,8,47.5,2,Soesterber
1974-08-04 21:00:00,1974,265,12,43.1,2,Soesterber
1979-05-31 05:00:00,1979,265,12,51.3,2,Soesterber
1983-11-27 12:00:00,1983,265,12,41.1,2,Soesterber
1992-06-03 02:00:00,1992,265,12,53.4,2,Soesterber
1998-06-06 19:00:00,1998,265,12,38.8,2,Soesterber
2000-07-29 20:00:00,2000,265,12,47.5,2,Soesterber
2004-07-03 10:00:00,2004,265,12,40.7,2,Soesterber
2005-11-25 17:00:00,2005,265,12,41.9,2,Soesterber
1974-08-05 07:00:00,1974,265,24,46.6,2,Soesterber
1979-05-31 10:00:00,1979,265,24,51.3,2,Soesterber
1983-11-27 16:00:00,1983,265,24,52.6,2,Soesterber
1992-06-03 05:00:00,1992,265,24,54.2,2,Soesterber
1994-08-01 20:00:00,1994,265,24,45.2,2,Soesterber
1994-12-27 21:00:00,1994,265,24,45.6,2,Soesterber
1998-03-07 08:00:00,1998,265,24,47.5,2,Soesterber
2000-07-30 03:00:00,2000,265,24,47.5,2,Soesterber
2004-07-03 10:00:00,2004,265,24,48.2,2,Soesterber
2005-11-25 17:00:00,2005,265,24,52.5,2,Soesterber
1979-06-01 16:00:00,1979,265,48,83.9,2,Soesterber
1983-11-27 16:00:00,1983,265,48,71.9,2,Soesterber
1992-06-03 09:00:00,1992,265,48,74.3,2,Soesterber
1994-12-28 15:00:00,1994,265,48,57.4,2,Soesterber
1998-03-07 21:00:00,1998,265,48,60.9,2,Soesterber
1998-06-07 11:00:00,1998,265,48,57.7,2,Soesterber
2005-11-26 13:00:00,2005,265,48,58.3,2,Soesterber
1979-06-01 08:00:00,1979,265,72,86.7,2,Soesterber
1981-03-12 04:00:00,1981,265,72,76.6,2,Soesterber
1983-09-14 09:00:00,1983,265,72,68.8,2,Soesterber
1983-11-28 16:00:00,1983,265,72,79.1,2,Soesterber
1986-10-22 02:00:00,1986,265,72,63.5,2,Soesterber
1992-06-04 16:00:00,1992,265,72,83.4,2,Soesterber
1994-12-29 21:00:00,1994,265,72,70.5,2,Soesterber
1998-03-08 02:00:00,1998,265,72,71.6,2,Soesterber
1979-06-03 20:00:00,1979,265,96,92.8,2,Soesterber
1981-03-12 09:00:00,1981,265,96,85.4,2,Soesterber
1982-10-11 01:00:00,1982,265,96,72.4,2,Soesterber
1983-09-14 14:00:00,1983,265,96,75.3,2,Soesterber
1983-11-28 16:00:00,1983,265,96,81.0,2,Soesterber
1986-10-23 02:00:00,1986,265,96,76.0,2,Soesterber
1992-06-04 23:00:00,1992,265,96,83.4,2,Soesterber
1994-12-30 21:00:00,1994,265,96,80.2,2,Soesterber
1998-03-07 08:00:00,1998,265,96,85.9,2,Soesterber
1998-10-28 13:00:00,1998,265,96,70.3,2,Soesterber
1979-06-07 16:00:00,1979,265,192,117.6,2,Soesterber
1980-07-14 21:00:00,1980,265,192,93.5,2,Soesterber
1981-03-15 08:00:00,1981,265,192,112.0,2,Soesterber
1982-10-16 02:00:00,1982,265,192,92.4,2,Soesterber
1983-09-19 09:00:00,1983,265,192,93.3,2,Soesterber
1986-10-26 18:00:00,1986,265,192,98.5,2,Soesterber
1987-07-23 07:00:00,1987,265,192,92.1,2,Soesterber
1992-06-09 16:00:00,1992,265,192,106.8,2,Soesterber
1994-09-18 08:00:00,1994,265,192,92.6,2,Soesterber
1995-01-02 18:00:00,1995,265,192,101.3,2,Soesterber
1998-03-08 00:00:00,1998,265,192,106.5,2,Soesterber
1998-06-12 23:00:00,1998,265,192,104.0,2,Soesterber
1998-11-04 05:00:00,1998,265,192,109.0,2,Soesterber
1974-08-04 20:00:00,1974,265,1,27.4,5,Soesterber
1979-05-30 22:00:00,1979,265,1,43.4,5,Soesterber
1992-06-02 17:00:00,1992,265,1,38.5,5,Soesterber
1974-08-04 20:00:00,1974,265,2,39.6,5,Soesterber
1979-05-30 23:00:00,1979,265,2,46.0,5,Soesterber
1992-06-02 17:00:00,1992,265,2,46.7,5,Soesterber
2000-07-29 14:00:00,2000,265,2,43.1,5,Soesterber
1974-08-04 20:00:00,1974,265,4,43.0,5,Soesterber
1979-05-31 01:00:00,1979,265,4,49.5,5,Soesterber
1992-06-02 18:00:00,1992,265,4,53.2,5,Soesterber
2000-07-29 16:00:00,2000,265,4,45.9,5,Soesterber
1974-08-04 21:00:00,1974,265,8,43.1,5,Soesterber
1979-05-31 05:00:00,1979,265,8,51.3,5,Soesterber
1992-06-02 22:00:00,1992,265,8,53.4,5,Soesterber
2000-07-29 19:00:00,2000,265,8,47.5,5,Soesterber
1979-05-31 08:00:00,1979,265,12,51.3,5,Soesterber
1992-06-03 02:00:00,1992,265,12,53.4,5,Soesterber
2000-07-29 20:00:00,2000,265,12,47.5,5,Soesterber
1979-06-01 16:00:00,1979,265,48,83.9,5,Soesterber
1983-11-27 16:00:00,1983,265,48,71.9,5,Soesterber
1992-06-03 15:00:00,1992,265,48,74.3,5,Soesterber
1979-06-01 08:00:00,1979,265,72,86.7,5,Soesterber
1981-03-12 04:00:00,1981,265,72,76.6,5,Soesterber
1983-11-28 16:00:00,1983,265,72,79.1,5,Soesterber
1992-06-04 15:00:00,1992,265,72,83.4,5,Soesterber
1979-06-03 21:00:00,1979,265,96,92.8,5,Soesterber
1981-03-12 09:00:00,1981,265,96,85.4,5,Soesterber
1992-06-05 16:00:00,1992,265,96,83.4,5,Soesterber
1998-03-07 08:00:00,1998,265,96,85.9,5,Soesterber
1979-06-07 19:00:00,1979,265,192,117.6,5,Soesterber
1981-03-15 08:00:00,1981,265,192,112.0,5,Soesterber
1992-06-09 16:00:00,1992,265,192,106.8,5,Soesterber
1998-03-08 00:00:00,1998,265,192,106.5,5,Soesterber
1998-11-04 05:00:00,1998,265,192,109.0,5,Soesterber
1979-05-30 22:00:00,1979,265,1,43.4,10,Soesterber
1992-06-02 17:00:00,1992,265,1,38.5,10,Soesterber
1974-08-04 20:00:00,1974,265,2,39.6,10,Soesterber
1979-05-30 23:00:00,1979,265,2,46.0,10,Soesterber
1992-06-02 17:00:00,1992,265,2,46.7,10,Soesterber
2000-07-29 14:00:00,2000,265,2,43.1,10,Soesterber
1974-08-04 20:00:00,1974,265,4,43.0,10,Soesterber
1979-05-31 01:00:00,1979,265,4,49.5,10,Soesterber
1992-06-02 18:00:00,1992,265,4,53.2,10,Soesterber
2000-07-29 16:00:00,2000,265,4,45.9,10,Soesterber
1979-05-31 05:00:00,1979,265,8,51.3,10,Soesterber
1992-06-02 22:00:00,1992,265,8,53.4,10,Soesterber
1992-06-02 22:00:00,1992,265,12,53.4,10,Soesterber
1979-06-01 10:00:00,1979,265,48,83.9,10,Soesterber
1979-06-01 02:00:00,1979,265,72,86.7,10,Soesterber
1979-06-03 20:00:00,1979,265,96,92.8,10,Soesterber
1979-06-07 16:00:00,1979,265,192,117.6,10,Soesterber
1979-05-30 22:00:00,1979,265,1,43.4,20,Soesterber
1992-06-02 17:00:00,1992,265,1,38.5,20,Soesterber
1979-05-30 23:00:00,1979,265,2,46.0,20,Soesterber
1992-06-02 17:00:00,1992,265,2,46.7,20,Soesterber
1992-06-02 18:00:00,1992,265,4,53.2,20,Soesterber
1975-06-22 12:00:00,1975,270,1,26.0,2,Leeuwarden
1985-05-21 15:00:00,1985,270,1,24.3,2,Leeuwarden
1994-07-04 11:00:00,1994,270,1,24.3,2,Leeuwarden
1994-08-01 13:00:00,1994,270,1,21.4,2,Leeuwarden
1995-07-27 15:00:00,1995,270,1,26.0,2,Leeuwarden
1996-08-11 14:00:00,1996,270,1,20.9,2,Leeuwarden
1997-06-29 19:00:00,1997,270,1,47.7,2,Leeuwarden
2004-07-18 18:00:00,2004,270,1,21.6,2,Leeuwarden
2006-08-04 00:00:00,2006,270,1,22.8,2,Leeuwarden
2008-07-26 19:00:00,2008,270,1,30.5,2,Leeuwarden
2015-07-05 15:00:00,2015,270,1,22.7,2,Leeuwarden
2015-08-31 16:00:00,2015,270,1,31.2,2,Leeuwarden
2019-07-28 16:00:00,2019,270,1,22.0,2,Leeuwarden
2019-07-28 17:00:00,2019,270,1,27.0,2,Leeuwarden
2021-06-05 06:00:00,2021,270,1,24.4,2,Leeuwarden
2021-07-25 04:00:00,2021,270,1,22.9,2,Leeuwarden
2022-06-27 16:00:00,2022,270,1,23.3,2,Leeuwarden
1975-06-22 12:00:00,1975,270,2,28.3,2,Leeuwarden
1980-08-08 08:00:00,1980,270,2,25.6,2,Leeuwarden
1985-05-21 16:00:00,1985,270,2,27.2,2,Leeuwarden
1988-07-22 05:00:00,1988,270,2,24.5,2,Leeuwarden
1994-07-04 12:00:00,1994,270,2,42.9,2,Leeuwarden
1995-05-25 22:00:00,1995,270,2,39.4,2,Leeuwarden
1995-07-27 16:00:00,1995,270,2,31.2,2,Leeuwarden
1997-06-29 20:00:00,1997,270,2,53.3,2,Leeuwarden
2002-08-05 15:00:00,2002,270,2,25.4,2,Leeuwarden
2004-08-13 06:00:00,2004,270,2,24.8,2,Leeuwarden
2006-08-04 01:00:00,2006,270,2,24.6,2,Leeuwarden
2008-07-26 20:00:00,2008,270,2,33.1,2,Leeuwarden
2010-07-12 12:00:00,2010,270,2,25.8,2,Leeuwarden
2012-08-26 04:00:00,2012,270,2,24.3,2,Leeuwarden
2013-06-21 07:00:00,2013,270,2,29.2,2,Leeuwarden
2015-08-31 17:00:00,2015,270,2,32.2,2,Leeuwarden
2019-07-28 17:00:00,2019,270,2,49.0,2,Leeuwarden
2021-06-05 07:00:00,2021,270,2,33.7,2,Leeuwarden
2021-07-25 05:00:00,2021,270,2,32.9,2,Leeuwarden
2022-06-27 17:00:00,2022,270,2,24.1,2,Leeuwarden
2022-09-08 08:00:00,2022,270,2,26.3,2,Leeuwarden
1975-06-22 13:00:00,1975,270,4,31.6,2,Leeuwarden
1985-05-21 18:00:00,1985,270,4,36.8,2,Leeuwarden
1988-07-22 06:00:00,1988,270,4,34.1,2,Leeuwarden
1994-07-04 13:00:00,1994,270,4,42.9,2,Leeuwarden
1995-05-26 00:00:00,1995,270,4,44.4,2,Leeuwarden
1995-07-27 17:00:00,1995,270,4,34.3,2,Leeuwarden
1997-06-29 20:00:00,1997,270,4,60.1,2,Leeuwarden
2002-08-05 17:00:00,2002,270,4,30.0,2,Leeuwarden
2004-08-13 08:00:00,2004,270,4,41.6,2,Leeuwarden
2006-08-04 03:00:00,2006,270,4,29.8,2,Leeuwarden
2008-07-26 22:00:00,2008,270,4,39.9,2,Leeuwarden
2010-08-04 14:00:00,2010,270,4,30.1,2,Leeuwarden
2012-08-26 04:00:00,2012,270,4,28.6,2,Leeuwarden
2012-08-31 05:00:00,2012,270,4,31.3,2,Leeuwarden
2013-06-21 08:00:00,2013,270,4,32.7,2,Leeuwarden
2014-05-27 00:00:00,2014,270,4,34.9,2,Leeuwarden
2015-08-31 18:00:00,2015,270,4,32.4,2,Leeuwarden
2019-07-28 18:00:00,2019,270,4,49.0,2,Leeuwarden
2021-06-05 08:00:00,2021,270,4,38.2,2,Leeuwarden
2021-07-25 07:00:00,2021,270,4,39.1,2,Leeuwarden
2022-09-08 08:00:00,2022,270,4,32.5,2,Leeuwarden
1975-06-22 16:00:00,1975,270,8,33.6,2,Leeuwarden
1985-05-21 21:00:00,1985,270,8,37.4,2,Leeuwarden
1988-07-22 08:00:00,1988,270,8,35.5,2,Leeuwarden
1994-07-04 16:00:00,1994,270,8,42.9,2,Leeuwarden
1995-05-26 04:00:00,1995,270,8,65.4,2,Leeuwarden
1995-07-27 21:00:00,1995,270,8,40.2,2,Leeuwarden
1997-06-29 21:00:00,1997,270,8,69.7,2,Leeuwarden
2004-08-13 09:00:00,2004,270,8,57.2,2,Leeuwarden
2004-08-25 08:00:00,2004,270,8,34.0,2,Leeuwarden
2008-07-27 02:00:00,2008,270,8,40.7,2,Leeuwarden
2012-08-26 07:00:00,2012,270,8,40.0,2,Leeuwarden
2012-08-31 08:00:00,2012,270,8,45.2,2,Leeuwarden
2013-06-21 13:00:00,2013,270,8,40.6,2,Leeuwarden
2014-05-27 01:00:00,2014,270,8,39.6,2,Leeuwarden
2019-07-28 23:00:00,2019,270,8,49.0,2,Leeuwarden
2021-06-05 12:00:00,2021,270,8,42.2,2,Leeuwarden
2021-07-25 07:00:00,2021,270,8,43.3,2,Leeuwarden
2022-09-08 12:00:00,2022,270,8,38.6,2,Leeuwarden
1985-05-21 21:00:00,1985,270,12,37.4,2,Leeuwarden
1994-07-04 19:00:00,1994,270,12,42.9,2,Leeuwarden
1994-09-15 12:00:00,1994,270,12,41.0,2,Leeuwarden
1995-05-26 06:00:00,1995,270,12,67.0,2,Leeuwarden
1995-07-27 21:00:00,1995,270,12,40.2,2,Leeuwarden
1997-06-30 01:00:00,1997,270,12,70.1,2,Leeuwarden
2004-08-13 09:00:00,2004,270,12,63.5,2,Leeuwarden
2004-08-25 11:00:00,2004,270,12,48.8,2,Leeuwarden
2008-07-27 06:00:00,2008,270,12,41.3,2,Leeuwarden
2008-10-05 18:00:00,2008,270,12,37.1,2,Leeuwarden
2012-08-26 09:00:00,2012,270,12,45.1,2,Leeuwarden
2012-08-31 09:00:00,2012,270,12,45.7,2,Leeuwarden
2013-06-21 16:00:00,2013,270,12,43.1,2,Leeuwarden
2014-05-27 05:00:00,2014,270,12,40.8,2,Leeuwarden
2019-07-28 23:00:00,2019,270,12,49.0,2,Leeuwarden
2021-06-05 16:00:00,2021,270,12,42.6,2,Leeuwarden
2021-07-25 09:00:00,2021,270,12,46.7,2,Leeuwarden
2022-09-08 16:00:00,2022,270,12,40.9,2,Leeuwarden
1993-09-26 09:00:00,1993,270,24,52.6,2,Leeuwarden
1994-09-15 18:00:00,1994,270,24,56.8,2,Leeuwarden
1995-05-26 16:00:00,1995,270,24,67.0,2,Leeuwarden
1995-07-28 02:00:00,1995,270,24,48.2,2,Leeuwarden
1997-06-30 06:00:00,1997,270,24,70.1,2,Leeuwarden
2002-08-06 09:00:00,2002,270,24,48.0,2,Leeuwarden
2004-08-13 13:00:00,2004,270,24,79.0,2,Leeuwarden
2004-08-25 16:00:00,2004,270,24,54.4,2,Leeuwarden
2012-08-26 09:00:00,2012,270,24,53.4,2,Leeuwarden
2012-08-31 13:00:00,2012,270,24,53.9,2,Leeuwarden
2013-06-21 15:00:00,2013,270,24,48.3,2,Leeuwarden
2017-08-30 21:00:00,2017,270,24,50.6,2,Leeuwarden
2019-07-29 15:00:00,2019,270,24,49.0,2,Leeuwarden
2021-07-25 21:00:00,2021,270,24,46.9,2,Leeuwarden
2022-06-06 18:00:00,2022,270,24,43.9,2,Leeuwarden
1984-11-24 01:00:00,1984,270,48,66.1,2,Leeuwarden
1993-09-27 08:00:00,1993,270,48,56.5,2,Leeuwarden
1994-09-16 13:00:00,1994,270,48,70.6,2,Leeuwarden
1995-05-26 08:00:00,1995,270,48,68.5,2,Leeuwarden
1997-06-30 11:00:00,1997,270,48,71.6,2,Leeuwarden
2004-08-13 08:00:00,2004,270,48,82.8,2,Leeuwarden
2004-08-25 16:00:00,2004,270,48,62.2,2,Leeuwarden
2012-08-26 17:00:00,2012,270,48,60.0,2,Leeuwarden
2012-08-31 16:00:00,2012,270,48,55.8,2,Leeuwarden
2013-06-22 14:00:00,2013,270,48,54.7,2,Leeuwarden
2014-05-28 17:00:00,2014,270,48,61.6,2,Leeuwarden
2017-08-31 13:00:00,2017,270,48,58.0,2,Leeuwarden
2019-09-29 18:00:00,2019,270,48,55.5,2,Leeuwarden
1984-11-24 02:00:00,1984,270,72,76.6,2,Leeuwarden
1994-09-17 13:00:00,1994,270,72,87.1,2,Leeuwarden
1995-05-28 20:00:00,1995,270,72,69.7,2,Leeuwarden
1997-06-30 01:00:00,1997,270,72,74.8,2,Leeuwarden
2001-08-10 19:00:00,2001,270,72,67.4,2,Leeuwarden
2002-08-07 20:00:00,2002,270,72,62.0,2,Leeuwarden
2004-08-13 19:00:00,2004,270,72,101.7,2,Leeuwarden
2004-08-26 10:00:00,2004,270,72,64.4,2,Leeuwarden
2006-08-04 03:00:00,2006,270,72,65.4,2,Leeuwarden
2011-09-08 15:00:00,2011,270,72,62.2,2,Leeuwarden
